likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Sinh,diem_Van,diem_Su,diem_Dia,diem_Anh,diem_Gdktpl,diem_Tin,diem_trung_binh,gioi_tinh_ma,muc_tieu_ma,to_hop_A00,to_hop_A01,to_hop_B00,to_hop_B08,to_hop_C00,to_hop_C01,to_hop_C02,to_hop_C03,to_hop_D01,to_hop_D07,to_hop_D09,to_hop_D14,to_hop_D15,to_hop_X01,to_hop_X26,target,sample_weight
2,2,3,3,2,3,3,5,4,4,8.75,,7.2,,,,,6.6,,,7.516666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,2,3,2,3,4,4,3,5,4,8.2,,8.25,,,,,8.4,,,8.283333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,4,4,2,3,4,1,5,3,2,8.4,,7.75,8.25,,,,,,,8.133333333333333,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,3,3,3,4,3,5,3,4,7.5,,7.0,7.8,,,,,,,7.433333333333334,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.4,8.0,7.5,,,,,,,,7.966666666666666,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,3,3,2,3,3,5,4,4,9.0,8.2,,,,,,8.0,,,8.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,2,3,2,4,3,3,3,2,7.0,7.6,,,,,,7.6,,,7.3999999999999995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,2,3,2,4,3,3,3,2,7.25,8.2,,,,,,6.6,,,7.349999999999999,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,2,4,4,4,4,5,3,4,8.0,,8.0,,,,,6.8,,,7.6000000000000005,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,2,3,2,3,4,4,3,5,4,7.75,,6.75,8.8,,,,,,,7.766666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,3,4,5,4,3,4,5,4,7.5,,7.0,8.0,,,,,,,7.5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,4,1,4,4,2,4,7.5,,7.4,,,,,7.8,,,7.566666666666666,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,2,5,3,4,3,4,5,5,2,8.4,,8.25,,,,,7.6,,,8.083333333333334,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,2,4,4,4,4,3,5,4,3,8.5,,8.0,8.2,,,,,,,8.233333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,2,4,4,4,4,3,5,4,3,8.6,,7.5,,,,,8.0,,,8.033333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,9.0,6.25,8.8,,,,,,,,8.016666666666667,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,1,4,3,3,4,7.75,,7.5,7.8,,,,,,,7.683333333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.6,7.5,8.5,,,,,,,,8.200000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,7.5,7.5,8.0,,,,,,,,7.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,1,4,5,3,1,7.75,,8.0,7.0,,,,,,,7.583333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,3,4,2,4,1,5,5,4,7.0,,7.25,8.2,,,,,,,7.483333333333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,3,4,3,4,3,4,3,3,9.0,,8.25,8.0,,,,,,,8.416666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,2,3,5,3,4,8.0,,7.5,7.4,,,,,,,7.633333333333333,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
1,2,2,4,5,4,4,4,4,4,8.25,,7.0,7.6,,,,,,,7.616666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,7.6,7.25,8.5,,,,,,,,7.783333333333334,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,2,4,4,4,4,5,3,4,6.75,7.75,8.2,,,,,,,,7.566666666666666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,5,3,4,3,4,5,5,2,7.0,6.25,7.4,,,,,,,,6.883333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,5,2,3,4,2,2,8.2,,8.5,8.25,,,,,,,8.316666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,5,4,3,3,4,3,4,4,4,7.75,,7.75,7.8,,,,,,,7.766666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,3,4,4,3,3,5,2,4,8.0,7.25,7.4,,,,,,,,7.55,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,4,3,4,4,2,4,4,8.5,,6.25,7.4,,,,,,,7.383333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,4,4,4,2,4,2,4,8.5,7.5,8.2,,,,,,,,8.066666666666666,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,4,4,2,3,4,1,5,3,2,8.4,8.0,8.75,,,,,,,,8.383333333333333,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,8.0,,6.8,,,,,8.6,,,7.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,3,3,3,4,1,4,4,2,4,7.25,,8.0,7.0,,,,,,,7.416666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,2,4,4,4,4,4,8.5,,7.5,7.6,,,,,,,7.866666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,4,3,4,4,4,3,4,3,4,8.0,8.5,8.2,,,,,,,,8.233333333333333,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,3,3,2,3,3,5,4,4,7.5,,7.5,8.6,,,,,,,7.866666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,5,4,5,5,4,4,6.5,,8.6,,,,,7.0,,,7.366666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,3,5,4,2,3,4,4,1,4,9.2,7.25,8.0,,,,,,,,8.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,4,4,4,2,4,2,4,6.75,7.25,8.4,,,,,,,,7.466666666666666,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,3,4,5,4,3,4,5,4,6.75,7.0,6.8,,,,,,,,6.8500000000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,4,3,3,3,4,2,4,2,4,8.2,,7.75,8.0,,,,,,,7.983333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,5,4,5,4,3,3,4,1,9.0,8.75,8.75,,,,,,,,8.833333333333334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,2,2,2,5,3,1,7.0,7.5,6.8,,,,,,,,7.1000000000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,8.25,,6.8,,,,,7.6,,,7.55,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
5,4,3,3,3,4,2,4,2,4,7.75,7.75,7.2,,,,,,,,7.566666666666666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,5,3,4,3,4,5,5,2,7.8,,7.75,,,,,8.6,,,8.049999999999999,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,3,3,3,3,1,4,3,3,4,7.75,7.0,6.6,,,,,,,,7.116666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,4,1,4,4,2,4,7.0,8.25,8.2,,,,,,,,7.816666666666666,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,2,2,2,5,3,1,8.25,,8.4,,,,,8.2,,,8.283333333333333,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,2,3,2,3,4,4,3,5,4,7.75,7.75,7.4,,,,,,,,7.633333333333333,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,7.25,,7.5,7.8,,,,,,,7.516666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,5,4,4,4,2,4,2,6.5,,8.4,,,,,6.4,,,7.1000000000000005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
2,2,2,3,2,4,3,3,3,2,8.0,,7.75,7.8,,,,,,,7.8500000000000005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
1,2,3,4,5,4,3,3,3,4,8.0,,6.4,,,,,8.2,,,7.533333333333334,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,5,4,3,3,4,3,4,4,4,8.2,8.0,8.5,,,,,,,,8.233333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,5,3,4,3,4,5,5,2,7.5,8.0,8.0,,,,,,,,7.833333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,2,4,4,3,4,3,4,7.25,6.75,7.4,,,,,,,,7.133333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,4,3,4,4,4,3,4,3,4,8.2,,7.5,,,,,9.4,,,8.366666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,3,3,3,4,1,4,4,2,4,6.5,6.75,8.8,,,,,,,,7.3500000000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,2,4,4,4,4,5,3,4,7.25,,7.6,,,,,8.2,,,7.683333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,8.2,7.75,7.75,,,,,,,,7.8999999999999995,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,7.2,7.75,9.0,,,,,,,,7.983333333333333,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,2,4,4,4,4,4,7.5,,8.5,8.6,,,,,,,8.200000000000001,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,4,4,5,3,4,8.4,8.5,,,,,,8.8,,,8.566666666666666,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,5,3,3,3,4,3,5,4,4,8.25,8.0,7.4,,,,,,,,7.883333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,2,3,5,3,4,6.75,,6.75,8.0,,,,,,,7.166666666666667,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.0,,7.25,8.0,,,,,,,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,5,4,2,4,2,5,3,3,6.5,,8.5,6.8,,,,,,,7.266666666666667,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.0,8.5,7.6,,,,,,,,8.033333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.2,7.5,8.75,,,,,,,,8.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
1,4,3,4,4,3,3,5,5,4,6.75,7.5,8.0,,,,,,,,7.416666666666667,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,7.25,7.6,,,,,,7.0,,,7.283333333333334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,7.5,,8.6,,,,,7.2,,,7.766666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
2,5,2,4,2,4,3,2,4,3,8.4,8.0,8.0,,,,,,,,8.133333333333333,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,2,4,4,4,4,3,5,4,3,7.0,7.25,8.6,,,,,,,,7.616666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
1,2,3,4,5,4,3,3,3,4,7.0,6.75,7.0,,,,,,,,6.916666666666667,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,1,5,4,5,4,8.8,7.5,8.5,,,,,,,,8.266666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,2,4,3,3,4,4,4,4,1,8.0,,7.5,7.8,,,,,,,7.766666666666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,5,3,5,4,3,4,7.8,,7.75,8.25,,,,,,,7.933333333333334,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,4,4,4,2,4,2,4,7.25,,7.4,,,,,7.4,,,7.3500000000000005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,3,3,4,5,4,3,4,5,4,7.25,6.75,7.4,,,,,,,,7.133333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,3,4,4,3,3,5,2,4,7.25,8.0,7.6,,,,,,,,7.616666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,3,4,3,4,4,2,4,4,8.25,,7.5,8.4,,,,,,,8.049999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,2,4,4,4,4,5,3,4,9.2,7.75,7.75,,,,,,,,8.233333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,2,4,4,3,4,3,4,7.75,7.25,7.6,,,,,,,,7.533333333333334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,4,3,3,3,4,2,4,2,4,7.25,8.5,6.8,,,,,,,,7.516666666666667,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,4,4,4,2,4,2,4,7.0,6.25,7.8,,,,,,,,7.016666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,4,4,5,3,4,8.8,7.75,7.75,,,,,,,,8.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,6.5,,7.0,7.0,,,,,,,6.833333333333333,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,3,4,3,4,3,4,3,3,8.75,,8.0,8.8,,,,,,,8.516666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,2,4,4,3,4,3,4,7.5,,7.5,6.8,,,,,,,7.266666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,4,4,5,3,4,8.0,,7.75,7.0,,,,,,,7.583333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,7.0,7.75,8.0,,,,,,,,7.583333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.0,,7.0,,,,,7.8,,,7.6000000000000005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
5,4,3,3,3,4,2,4,2,4,8.0,,7.75,,,,,8.2,,,7.983333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,3,5,4,2,3,4,4,1,4,8.2,,7.25,,,,,8.4,,,7.95,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,5,4,4,2,4,2,4,2,3,7.5,,7.75,7.8,,,,,,,7.683333333333334,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,4,4,2,3,4,1,5,3,2,7.5,,7.8,,,,,7.6,,,7.633333333333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
1,2,2,4,5,4,4,4,4,4,7.0,7.25,7.8,,,,,,,,7.3500000000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,8.5,,7.75,7.6,,,,,,,7.95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,2,4,3,3,4,4,4,4,1,8.0,,7.25,7.0,,,,,,,7.416666666666667,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,7.25,,7.5,6.4,,,,,,,7.05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,8.0,7.75,8.0,,,,,,,,7.916666666666667,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,3,4,5,4,3,4,5,4,8.0,,7.0,6.4,,,,,,,7.133333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,3,4,2,4,5,4,4,7.8,8.25,8.0,,,,,,,,8.016666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,4,3,3,3,4,2,4,2,4,8.4,8.0,8.5,,,,,,,,8.299999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,1,4,3,3,4,8.25,,7.75,8.2,,,,,,,8.066666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,4,1,4,4,2,4,7.5,8.5,7.2,,,,,,,,7.733333333333333,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,7.25,7.25,6.8,,,,,,,,7.1000000000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,3,4,3,4,4,2,4,4,7.0,8.0,8.0,,,,,,,,7.666666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,5,2,4,2,4,3,2,4,3,7.5,8.25,7.4,,,,,,,,7.716666666666666,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,2,4,3,3,4,4,4,4,1,7.5,7.6,,,,,,8.4,,,7.833333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,1,4,5,3,1,7.5,8.25,7.2,,,,,,,,7.6499999999999995,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,2,3,5,3,4,8.4,7.75,8.0,,,,,,,,8.049999999999999,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,2,2,3,4,3,4,2,4,8.0,,7.6,,,,,7.8,,,7.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
2,3,2,4,4,4,4,5,3,4,6.5,,7.75,7.6,,,,,,,7.283333333333334,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,5,2,3,4,2,2,6.5,,8.8,,,,,8.2,,,7.833333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,2,3,4,5,2,3,4,2,2,8.25,6.75,8.4,,,,,,,,7.8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,2,4,4,4,4,3,5,4,3,8.4,,8.75,,,,,7.2,,,8.116666666666665,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
2,3,2,4,4,4,4,5,3,4,8.4,6.5,,,,,,8.8,,,7.900000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,5,4,5,5,4,4,7.0,7.5,6.8,,,,,,,,7.1000000000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,7.75,7.25,6.8,,,,,,,,7.266666666666667,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,7.0,7.25,6.8,,,,,,,,7.016666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,1,3,3,4,4,3,5,2,4,8.5,,6.5,7.8,,,,,,,7.6000000000000005,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,5,3,4,3,4,5,5,2,8.0,,7.75,7.5,,,,,,,7.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,5,4,2,4,2,5,3,3,8.4,8.0,8.0,,,,,,,,8.133333333333333,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,2,4,4,4,4,3,5,4,3,7.0,,7.5,7.6,,,,,,,7.366666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,3,4,3,1,4,5,3,1,7.25,,7.0,8.2,,,,,,,7.483333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,3,5,3,3,1,7.25,,6.8,,,,,7.4,,,7.150000000000001,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,2,3,4,3,1,4,5,3,1,7.5,8.0,8.2,,,,,,,,7.8999999999999995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
1,2,2,4,5,4,4,4,4,4,8.2,,7.75,,,,,8.6,,,8.183333333333332,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
2,4,4,2,5,4,5,5,4,4,7.8,,8.25,7.75,,,,,,,7.933333333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,3,1,3,4,4,4,4,4,3,7.0,,7.6,,,,,8.2,,,7.599999999999999,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
3,4,4,2,3,4,1,5,3,2,7.75,8.0,8.4,,,,,,,,8.049999999999999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,4,2,2,4,4,4,4,4,7.25,6.0,7.8,,,,,,,,7.016666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,2,3,2,3,4,4,3,5,4,8.6,7.75,8.25,,,,,,,,8.200000000000001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,4,5,3,4,3,5,3,2,8.2,,8.0,,,,,9.0,,,8.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
2,4,4,2,5,4,5,5,4,4,7.5,9.0,8.0,,,,,,,,8.166666666666666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,5,3,5,4,3,4,7.0,,7.0,8.2,,,,,,,7.3999999999999995,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,2,2,3,2,4,3,3,3,2,8.2,,9.0,,,,,7.8,,,8.333333333333334,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,3,3,5,4,4,4,2,4,2,8.25,,7.5,7.6,,,,,,,7.783333333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,2,3,2,3,4,4,3,5,4,6.5,,8.2,,,,,7.2,,,7.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,3,3,5,4,4,4,2,4,2,8.2,,7.75,8.25,,,,,,,8.066666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,2,2,3,4,3,4,2,4,6.75,7.75,7.4,,,,,,,,7.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,4,3,3,3,4,2,4,2,4,7.4,,8.0,,,,,9.0,,,8.133333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
4,5,4,3,3,4,3,4,4,4,8.6,7.75,7.25,,,,,,,,7.866666666666667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,3,3,4,5,4,3,4,5,4,7.25,7.75,7.6,,,,,,,,7.533333333333334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
5,2,4,3,3,4,4,4,4,1,8.5,,8.0,7.4,,,,,,,7.966666666666666,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
3,2,4,4,4,4,2,4,2,4,8.0,6.6,,,,,,7.8,,,7.466666666666666,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,3,5,3,3,1,7.0,7.0,8.2,,,,,,,,7.3999999999999995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,3,3,4,3,4,4,2,4,4,8.6,7.25,,,,,,7.8,,,7.883333333333333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,3,3,4,4,5,3,4,8.0,8.0,8.25,,,,,,,,8.083333333333334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
2,4,5,4,2,4,2,5,3,3,8.5,,7.0,8.0,,,,,,,7.833333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
4,3,3,2,4,1,2,3,5,4,7.8,,8.75,,,,,9.6,,,8.716666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1.0
5,3,5,4,5,4,3,3,4,1,7.25,8.0,8.0,,,,,,,,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.0
