ma_nganh,ma_nhom,nganh_hoc,to_hop_thi,nguon,is_that,sample_weight,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu
7340301,2,Kế toán,A01,khaosat,1,1.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,-0.8999999999999999,0.10000000000000009,0.10000000000000009,1.1,1.1,-0.8999999999999999,-0.8999999999999999,0.10000000000000009,0.10000000000000009,0.10000000000000009,3.9,0.7,,,7.5,8.0,,,,8.2,,,,,0.13349372439556015,0.7504229077936492,,,,1.0880664726450961,,,7.8999999999999995,0.6999999999999993,0.6573277016114352,1.0880664726450961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7340122,1,Thương mại điện tử,A00,khaosat,1,1.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,2.5,1.5,1.5,-1.5,-1.5,-1.5,-1.5,-1.5,2.5,1.5652475842498528,,,,8.0,,,,8.0,8.0,,,,,0.7504229077936492,,,,0.8701571282988448,0.7345189716998993,,8.0,0.0,0.7850330025974644,0.8701571282988448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7480201,0,Công nghệ thông tin,A00,khaosat,1,1.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,2.0,0.10000000000000009,1.1,1.1,2.1,1.1,-0.8999999999999999,-1.9,-1.9,0.10000000000000009,-0.8999999999999999,2.9,1.3,,,,8.2,,,,7.6,8.0,,,,,0.9879986131195584,,,,0.43433843960634055,0.7345189716998993,,7.933333333333333,0.5999999999999996,0.7189520081419327,0.9879986131195584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7340201,2,Tài chính ngân hàng,A00,khaosat,1,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,-0.2999999999999998,0.7000000000000002,0.7000000000000002,3.3,0.45825756949558405,,,,7.8,,,,7.5,8.2,,,,,0.512847202467739,,,,0.325383767433215,0.9752016783896893,,7.833333333333333,0.6999999999999993,0.6044775494302145,0.9752016783896893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7340201,2,Tài chính ngân hàng,A01,khaosat,1,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,3.1,0.3,,,8.0,8.0,,,,8.0,,,,,0.6105038995581906,0.7504229077936492,,,,0.8701571282988448,,,8.0,0.0,0.7436946452168948,0.8701571282988448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7340122,1,Thương mại điện tử,D01,khaosat,1,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,-0.8999999999999999,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,3.9,0.3,8.0,,8.0,8.0,,,,,,,0.952475861747358,,0.6105038995581906,0.7504229077936492,,,,,,,8.0,0.0,0.7711342230330659,0.952475861747358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7540106,7,Đảm bảo chất lượng và an toàn thực phẩm,B00,khaosat,1,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,-0.7999999999999998,0.20000000000000018,-0.7999999999999998,0.20000000000000018,1.2000000000000002,1.2000000000000002,-0.7999999999999998,1.2000000000000002,0.20000000000000018,-1.7999999999999998,2.8,0.9797958971132712,,,,6.0,,,,,8.0,8.25,,,,-1.625334145465451,,,,,0.7345189716998993,1.2579703692260062,7.416666666666667,2.25,0.12238506515348484,1.2579703692260062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7510303,5,Công nghệ kỹ thuật điều khiển và TĐH,C01,khaosat,1,1.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,-0.5,1.5,0.5,2.5,0.5,-0.5,-1.5,-0.5,-1.5,-0.5,2.5,1.2041594578792296,8.25,,,5.5,,,,9.5,,,1.1783217237024903,,,-2.2192734087802264,,,,2.5044772108957347,,,7.75,4.0,0.4878418419393329,2.5044772108957347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7480107,0,Trí tuệ nhân tạo,D01,khaosat,1,1.0,2.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,-0.7999999999999998,2.2,1.2000000000000002,2.2,1.2000000000000002,-0.7999999999999998,-1.7999999999999998,-1.7999999999999998,-0.7999999999999998,-0.7999999999999998,2.8,1.469693845669907,7.25,,5.5,8.25,,,,,,,0.2749382758819607,,-1.774546976254962,1.0473925394510366,,,,,,,7.0,2.75,-0.15073872030732152,1.0473925394510366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
7220201,8,Ngôn ngữ Anh,D09,khaosat,1,1.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.1,0.10000000000000009,0.10000000000000009,-0.8999999999999999,1.1,-0.8999999999999999,-1.9,-0.8999999999999999,0.10000000000000009,1.1,2.9,1.1357816691600546,,,8.0,7.75,,,9.5,,,,,,0.6105038995581906,0.45345327613626163,,,1.920573444129065,,,,8.416666666666666,1.75,0.9948435399411725,1.920573444129065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
7540101,7,Công nghệ thực phẩm,B08,khaosat,1,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,0.7000000000000002,0.7000000000000002,-1.2999999999999998,1.7000000000000002,-0.2999999999999998,-1.2999999999999998,3.3,0.9,,,9.5,5.75,,,,,,7.0,,,2.0415344250460823,-1.9223037771228386,,,,,,-0.06786533895210133,7.416666666666667,3.75,0.01712176965704745,2.0415344250460823,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
7220204,8,Ngôn ngữ Trung Quốc,D14,khaosat,1,1.0,4.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,0.8999999999999999,-0.10000000000000009,1.9,-1.1,1.9,-2.1,-1.1,-1.1,-0.10000000000000009,0.8999999999999999,3.1,1.3,6.5,,7.25,,,,9.25,,,,-0.4025993099834366,,-0.10501136318575512,,,,1.679111528340208,,,,7.666666666666667,2.75,0.3905002850570054,1.679111528340208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
7340120,1,Kinh doanh quốc tế,D01,khaosat,1,1.0,4.0,3.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0,1.1,0.10000000000000009,1.1,2.1,0.10000000000000009,-1.9,-0.8999999999999999,-1.9,0.10000000000000009,0.10000000000000009,2.9,1.2206555615733703,7.25,,9.0,8.5,,,,,,,0.2749382758819607,,1.5645242498834517,1.3443621711084242,,,,,,,8.25,1.75,1.0612748989579455,1.5645242498834517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
7510303,5,Công nghệ kỹ thuật điều khiển và TĐH,A01,khaosat,1,1.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,0.10000000000000009,1.1,2.1,2.1,0.10000000000000009,-0.8999999999999999,-0.8999999999999999,-1.9,0.10000000000000009,-1.9,2.9,1.374772708486752,,,8.0,8.25,,,,5.5,,,,,0.6105038995581906,1.0473925394510366,,,,-1.8537096760293046,,,7.25,2.75,-0.06527107900669245,1.0473925394510366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7510401,6,Công nghệ kỹ thuật hóa học,B00,khaosat,1,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.5999999999999996,-3.4000000000000004,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,-1.4000000000000004,4.4,1.2806248474865698,,,,7.6,,,,,7.6,6.5,,,,0.2752714971418287,,,,,0.2531535583203172,-0.5981996222233443,7.233333333333333,1.0999999999999996,-0.023258188920399474,0.2752714971418287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
7480201,0,Công nghệ thông tin,A00,khaosat,1,1.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,-0.20000000000000018,-1.2000000000000002,-0.20000000000000018,0.7999999999999998,0.7999999999999998,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,-0.20000000000000018,-0.20000000000000018,4.2,0.6,,,,8.0,,,,7.25,8.0,,,,,0.7504229077936492,,,,0.05299708700040004,0.7345189716998993,,7.75,0.75,0.5126463221646494,0.7504229077936492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
7510301,5,Công nghệ kỹ thuật điện - điện tử,A00,khaosat,1,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,-0.10000000000000009,-0.10000000000000009,3.1,0.3,,,,7.75,,,,8.0,6.5,,,,,0.45345327613626163,,,,0.8701571282988448,-1.070601328473532,,7.416666666666667,1.5,0.08433635865385813,0.8701571282988448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
7510203,5,Công nghệ kỹ thuật cơ điện tử,A00,khaosat,1,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,1.6,1.6,3.4,0.8,,,,7.0,,,,7.0,7.0,,,,,-0.437455618835901,,,,-0.2193895934324149,-0.4688945617490549,,7.0,0.0,-0.37524659133912364,-0.2193895934324149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
